slug,name,address,state,source,bucket,score,method,address_overlap,permit_number,permit_owner,permit_dba
chicken-hill-distillery-lancaster-county-pa,Chicken Hill Distillery - Lancaster County PA,"801 Stanley K Tanger Dr, Lancaster, PA 17602, USA",PA,google-places,unmatched,54.5,none,0.0,,,
milk-street-distillery,Milk Street Distillery,"1 Milk St building 1, Branchville, NJ 07826, USA",NJ,google-places,unmatched,55.0,none,0.429,,,
living-spirits-distillery-and-cocktail-bar,Living Spirits Distillery and Cocktail Bar,"300 Valentine St, Hackettstown, NJ 07840, USA",NJ,google-places,unmatched,60.0,none,0.0,,,
brickway-brewery-distillery,Brickway Brewery & Distillery,"1116 Jackson St, Omaha, NE 68102, USA",NE,google-places,unmatched,48.5,none,0.167,,,
cut-spike-distillery,Cut Spike Distillery,"11941 Centennial Rd, La Vista, NE 68128, USA",NE,google-places,unmatched,57.1,none,0.0,,,
ch-distillery-joto-sushi,CH Distillery | Jōtō Sushi,"564 W Randolph St, Chicago, IL 60661, USA",IL,google-places,unmatched,43.5,none,0.0,,,
maplewood-brewery-distillery,Maplewood Brewery & Distillery,"2717 N Maplewood Ave, Chicago, IL 60647, USA",IL,google-places,unmatched,69.2,none,0.571,,,
iron-shoe-distillery,Iron Shoe Distillery,"3 N 3rd St, Niles, MI 49120, USA",MI,google-places,unmatched,62.1,none,0.429,,,
backroads-distilling-company-the-stillhouse,Backroads Distilling Company; The Stillhouse,"0185 W County Rd 68, Laotto, IN 46763, USA",IN,google-places,unmatched,69.7,none,0.125,,,
ernest-scarano-distillery,Ernest Scarano Distillery,"348 Rice St, Elmore, OH 43416, USA",OH,google-places,unmatched,50.0,none,0.167,,,
the-distillery-at-wolf-creek,The Distillery at Wolf Creek,"2637 S Cleveland Massillon Rd, Barberton, OH 44203, USA",OH,google-places,unmatched,64.9,none,0.5,,,
lake-erie-distillery,Lake Erie Distillery,"4277 Hamann Industrial Pkwy, Willoughby, OH 44094, USA",OH,google-places,unmatched,66.7,none,0.0,,,
the-conjure-bar-stage-at-inspired-by-spirits-distillery,The Conjure Bar & Stage (at Inspired by Spirits Distillery),"Inside the Inspired by Spirits Distillery, 753 E Warrington Ave, Pittsburgh, PA 15210, USA",PA,google-places,unmatched,51.0,none,0.0,,,
salem-spirits-moonshine,Salem Spirits Moonshine,"2662 PA-819, Greensburg, PA 15601, USA",PA,google-places,unmatched,66.7,none,0.0,,,
midstate-distillery-at-hershey-fresh-market,Midstate Distillery at Hershey Fresh Market,"121 Towne Square Dr Suite 102, Kiosk 17, Hershey, PA 17033, USA",PA,google-places,unmatched,48.9,none,0.0,,,
holla-distillery-factory-outlet,HOLLA Distillery Factory Outlet,"1940 Bank Ln, York, PA 17408, USA",PA,google-places,unmatched,60.0,none,0.0,,,
the-smoothie-distillery,The Smoothie Distillery,"202 S 3rd St, Hamburg, PA 19526, USA",PA,google-places,unmatched,56.0,none,0.0,,,
greenport-distilling-one-woman-winery,Greenport Distilling @ One Woman Winery,"5195 Old North Rd, Southold, NY 11971, USA",NY,google-places,unmatched,69.2,none,0.0,,,
orange-county-distillery-at-brown-barn-farms,Orange County Distillery at Brown Barn Farms,"286 Maple Ave, New Hampton, NY 10958, USA",NY,google-places,unmatched,56.5,none,0.0,,,
stoutridge-distillery-and-winery,Stoutridge Distillery and Winery,"10 Ann Kaley Ln, Marlboro, NY 12542, USA",NY,google-places,unmatched,64.0,none,0.0,,,
pollyanna-brewing-distilling-company-st-charles,Pollyanna Brewing & Distilling Company - St Charles,"106 S Riverside Ave, St. Charles, IL 60174, USA",IL,google-places,unmatched,61.5,none,0.125,,,
mosaic-distillery,Mosaic Distillery,"119 W Bridge St, Plainwell, MI 49080, USA",MI,google-places,unmatched,50.0,none,0.143,,,
flatrock-distillery-bistro,Flatrock Distillery & Bistro,"3100 Main St, Maumee, OH 43537, USA",OH,google-places,unmatched,69.6,none,0.5,,,
mammoth-distilling-cocktail-lounge,Mammoth Distilling Cocktail Lounge,"108 E Maumee St, Adrian, MI 49221, USA",MI,google-places,unmatched,69.2,none,0.0,,,
chateau-aeronautique-winery-blue-skies-brewery-mile-high-distillery-irish-hills,"Chateau Aeronautique Winery, Blue Skies Brewery & Mile High Distillery ~ Irish Hills","12000 Pentecost Hwy, Onsted, MI 49265, USA",MI,google-places,unmatched,49.4,none,0.5,,,
the-whiskey-factory-detroit-city-distillery,The Whiskey Factory - Detroit City Distillery,"1000 Maple St, Detroit, MI 48207, USA",MI,google-places,unmatched,64.3,none,0.167,,,
shankar-distillers-home-of-varchas-premium-spirits-900-grados-tequila,Shankar Distillers - Home of Varchas Premium Spirits & 900 Grados Tequila,"1030 Chicago Rd, Troy, MI 48083, USA",MI,google-places,unmatched,45.6,none,0.5,,,
chateau-aeronautique-winery-blue-skies-brewery-mile-high-distillery-airpark,"Chateau Aeronautique Winery, Blue Skies Brewery & Mile High Distillery ~ Airpark","1849 Rives Eaton Rd, Jackson, MI 49201, USA",MI,google-places,unmatched,51.9,none,0.0,,,
doc-howards-distillery,Doc Howard’s Distillery,"3645 Ln Rd Ext STE 203, Perry, OH 44081, USA",OH,google-places,unmatched,57.1,none,0.0,,,
chicken-hill-distillery-cook-forest,Chicken Hill Distillery Cook Forest,"26 Great Bear Ln, Clarington, PA 15828, USA",PA,google-places,unmatched,66.7,none,0.0,,,
cj-spirits-craft-distillery,CJ Spirits Craft Distillery,"120 Willow Run Dr, Kane, PA 16735, USA",PA,google-places,unmatched,60.9,none,0.0,,,
idol-ridge-winery-alder-creek-distillery,Idol Ridge Winery & Alder Creek Distillery,"9059 NY-414, Lodi, NY 14860, USA",NY,google-places,unmatched,50.0,none,0.0,,,
barn-dog-distillery,Barn Dog Distillery,"1851 4 Rod Rd, East Aurora, NY 14052, USA",NY,google-places,unmatched,55.6,none,0.0,,,
jackazz-distilling-llc-millersburg,"Jackazz Distilling, LLC.- Millersburg","311 Union St, Millersburg, PA 17061, USA",PA,google-places,unmatched,63.0,none,0.0,,,
skunk-hollow-distillery,Skunk Hollow Distillery,"1642 Mt Cobb Rd, Jefferson Township, PA 18436, USA",PA,google-places,unmatched,66.7,none,0.125,,,
sorrenti-family-estate-winery-distillery-pizzeria,"Sorrenti Family Estate Winery, Distillery & Pizzeria","130 Lower Cherry Valley Rd, Saylorsburg, PA 18353, USA",PA,google-places,unmatched,49.2,none,0.625,,,
claremont-distillery,Claremont Distillery,"3619 NJ-94, Hardyston, NJ 07419, USA",NJ,google-places,unmatched,64.3,none,0.333,,,
speakeasy-motors-whiskey-co-tasting-room-at-liquid-mercantile-distillery,Speakeasy Motors Whiskey Co Tasting Room at Liquid Mercantile Distillery,"174 Hardenburg Rd, Pine Bush, NY 12566, USA",NY,google-places,unmatched,49.5,none,0.0,,,
magnanini-winery-restaurant-distillery-wedding-venue,"Magnanini Winery, Restaurant, Distillery & Wedding Venue","172 Strawridge Rd, Wallkill, NY 12589, USA",NY,google-places,unmatched,44.8,none,0.0,,,
rhodium-room-distillery-bar-ri-spirits,Rhodium Room Distillery Bar @ RI Spirits,"40 Bayley St, Pawtucket, RI 02860, USA",RI,google-places,unmatched,48.6,none,0.0,,,
deep-roots-distillery-brimfield,Deep Roots Distillery Brimfield,"26 Sturbridge Rd, Brimfield, MA 01010, USA",MA,google-places,unmatched,58.8,none,0.0,,,
nashoba-valley-winery-distillery-brewery-and-restaurant,"Nashoba Valley Winery, Distillery, Brewery and Restaurant","100 Wattaquadock Hill Rd, Bolton, MA 01740, USA",MA,google-places,unmatched,54.9,none,0.571,,,
full-moonshine,Full Moonshine,"183 Bahre Corner Rd, Canton, CT 06019, USA",CT,google-places,unmatched,60.9,none,0.143,,,
wild-bevy-distilling,Wild Bevy Distilling,"596 N Berwick Rd, Wells, ME 04090, USA",ME,google-places,unmatched,68.6,none,0.0,,,
bulgari-distillery,Bulgari Distillery,"5 Conn St, Woburn, MA 01801, USA",MA,google-places,unmatched,50.0,none,0.167,,,
four-daughters-vineyard-winery-loon-juice-hard-cider-and-the-traditionalist-bourbon-distillery,"Four Daughters Vineyard & Winery, Loon Juice Hard Cider, and The Traditionalist Bourbon Distillery","78757 MN-16, Spring Valley, MN 55975, USA",MN,google-places,unmatched,52.4,none,0.333,,,
3-oaks-distillery-llc,"3-Oaks Distillery, LLC","23039 Pfeiler Rd, Holy Cross, IA 52053, USA",IA,google-places,unmatched,66.7,none,0.429,,,
distillers-technology-council,Distillers Technology Council,"1190 9th Ave, Marion, IA 52302, USA",IA,google-places,unmatched,56.1,none,0.0,,,
craftco-distillery-social-house,CraftCo Distillery & Social House,"184 120th Ave, Holland, MI 49424, USA",MI,google-places,unmatched,52.9,none,0.167,,,
4-one-2-distillery,4 One 2 Distillery,"739 S Main St, Wayland, MI 49348, USA",MI,google-places,unmatched,53.3,none,0.0,,,
the-hair-distillery,The Hair Distillery,"621 E Lasalle Ave, South Bend, IN 46617, USA",IN,google-places,unmatched,63.2,none,0.0,,,
twisted-tap-distillery-downtown-gr,Twisted Tap Distillery Downtown GR,"146 Monroe Center St NW Suite 150, Grand Rapids, MI 49503, USA",MI,google-places,unmatched,64.7,none,0.0,,,
fenton-winery-brewery-dream-machine-distillery,Fenton Winery & Brewery/Dream Machine Distillery,"1370 N Long Lake Rd, Fenton Township, MI 48430, USA",MI,google-places,unmatched,66.7,none,0.556,,,
valentine-distilling-co-production-facility,Valentine Distilling Co.-Production Facility,"965 Wanda St, Ferndale, MI 48220, USA",MI,google-places,unmatched,69.7,none,0.167,,,
montezuma-winery-hidden-marsh-distillery,Montezuma Winery & Hidden Marsh Distillery,"2981 US-20, Seneca Falls, NY 13148, USA",NY,google-places,unmatched,56.4,none,0.0,,,
1911-established-distillery,1911 Established Distillery,"4473 Cherry Valley Turnpike, Nedrow, NY 13120, USA",NY,google-places,unmatched,58.3,none,0.0,,,
sauvage-distillery,Sauvage Distillery,"102 Bindery Ln, Charlotteville, NY 12036, USA",NY,google-places,unmatched,58.3,none,0.5,,,
cooperstown-distillery-beverage-exchange,Cooperstown Distillery Beverage Exchange,"73 Main St, Cooperstown, NY 13326, USA",NY,google-places,unmatched,65.3,none,0.0,,,
kaptain-jimmy-s-restaurant-distillery,Kaptain Jimmy's Restaurant & Distillery,"916 Suffield St, Agawam, MA 01001, USA",MA,google-places,unmatched,42.9,none,0.167,,,
stillwagon-distillery-florence-oregon,Stillwagon Distillery Florence Oregon,"1341 Bay St, Florence, OR 97439, USA",OR,google-places,unmatched,55.6,none,0.167,,,
bardenay-restaurant-distillery-eagle,Bardenay Restaurant & Distillery | Eagle,"155 E Riverside Dr, Eagle, ID 83616, USA",ID,google-places,unmatched,48.5,none,0.0,,,
bardenay-distilling-co,Bardenay Distilling Co.,"3100 W Chinden Blvd, Boise, ID 83714, USA",ID,google-places,unmatched,62.2,none,0.0,,,
bardenay-restaurant-distillery-boise,Bardenay Restaurant & Distillery | Boise,"610 W Grove St, Boise, ID 83702, USA",ID,google-places,unmatched,48.5,none,0.571,,,
warfield-distillery-brewery,Warfield Distillery & Brewery,"280 N Main St, Ketchum, ID 83340, USA",ID,google-places,unmatched,68.6,none,0.0,,,
tattersall-distillery-river-falls,Tattersall Distillery River Falls,"1777 Paulson Rd Suite 3, River Falls, WI 54022, USA",WI,google-places,unmatched,66.7,none,0.375,,,
the-skyn-distillery,The Skyn Distillery,"18283 Minnetonka Blvd Suite D, Wayzata, MN 55391, USA",MN,google-places,unmatched,60.0,none,0.0,,,
dells-distillery,Dells Distillery,"206 Broadway, Wisconsin Dells, WI 53965, USA",WI,google-places,unmatched,50.0,none,0.0,,,
central-standard-crafthouse-kitchen-craft-distillery,Central Standard Crafthouse & Kitchen & Craft Distillery,"320 E Clybourn St, Milwaukee, WI 53202, USA",WI,google-places,unmatched,56.1,none,0.286,,,
aspen-sky-winery-distillery-event-center,"Aspen Sky - Winery, Distillery & Event Center","860 Enterprise Dr, Slinger, WI 53086, USA",WI,google-places,unmatched,58.1,none,0.5,,,
old-town-distillery-by-wonder,Old Town Distillery by Wonder,"124 S Michigan Ave, Saginaw, MI 48602, USA",MI,google-places,unmatched,61.5,none,0.571,,,
uncle-jumbo-s-distillery-inc,"Uncle Jumbo's Distillery, Inc","8510 Roll Road 470 Elmwood Avenue, Buffalo, NY 14221, 8510 Roll Rd, Clarence Center, NY 14032, USA",NY,google-places,unmatched,44.4,none,0.083,,,
mushroom-spirits-distillery-cayuga-lake,Mushroom Spirits Distillery Cayuga Lake,"4055 NY-89, Seneca Falls, NY 13148, USA",NY,google-places,unmatched,57.1,none,0.333,,,
cooperstown-distillery-beverage-exchange-at-saratoga,Cooperstown Distillery Beverage Exchange at Saratoga,"453 Broadway, Saratoga Springs, NY 12866, USA",NY,google-places,unmatched,53.1,none,0.0,,,
forager-distillery-at-greylock-works,Forager Distillery at Greylock Works,"506 State Rd, North Adams, MA 01247, USA",MA,google-places,unmatched,43.8,none,0.429,,,
village-garage-distillery-tasting-room-at-orvis,Village Garage Distillery Tasting Room at Orvis,"4180 Main St, Manchester Center, VT 05255, USA",VT,google-places,unmatched,56.0,none,0.143,,,
the-oak-room-by-american-oak-distillery,The Oak Room By: American Oak Distillery,"4941 Lake Shore Dr, Bolton Landing, NY 12814, USA",NY,google-places,unmatched,60.0,none,0.0,,,
killington-distillery-still-on-the-mountain,Killington Distillery - Still on the Mountain,"47 Old Mill Rd, Killington, VT 05751, USA",VT,google-places,unmatched,49.1,none,0.0,,,
the-distillery-network-inc,The Distillery Network Inc,"50 Bridge St, Nashua, NH 03060, USA",NH,google-places,unmatched,63.2,none,0.0,,,
gompers-distillery-and-speakeasy,Gompers Distillery and Speakeasy,"611 NE Jackpine Ct #8, Redmond, OR 97756, USA",OR,google-places,unmatched,57.1,none,0.0,,,
distillery-pub-llc,Distillery Pub LLC,"515 N Main St, Oshkosh, WI 54901, USA",WI,google-places,unmatched,66.7,none,0.143,,,
duck-creek-winery-denmark-distilling-new-denmark-brewing-company,Duck Creek Winery/ Denmark Distilling/ New Denmark Brewing Company,"5046 County Rd R, Denmark, WI 54208, USA",WI,google-places,unmatched,61.0,none,0.429,,,
liquor-wine-moonshine,Liquor Wine & Moonshine,"904 State Fair Blvd, Syracuse, NY 13209, USA",NY,google-places,unmatched,61.9,none,0.0,,,
snow-farm-vineyard-distillery,Snow Farm Vineyard & Distillery,"190 W Shore Rd, South Hero, VT 05486, USA",VT,google-places,unmatched,66.7,none,0.375,,,
mad-river-distillers-at-5th-quarter-butcher-provisions,Mad River Distillers at 5th Quarter Butcher & Provisions,"89 Mad River Green, Waitsfield, VT 05673, USA",VT,google-places,unmatched,54.1,none,0.0,,,
barr-hill-by-caledonia-spirits-distillery,Barr Hill by Caledonia Spirits Distillery,"116 Gin Ln, Montpelier, VT 05602, USA",VT,google-places,unmatched,58.1,none,0.5,,,
village-garage-distillery-tasting-room-at-sugar-bob-s,Village Garage Distillery Tasting Room at Sugar Bob's,"92 VT-11, Chester, VT 05143, USA",VT,google-places,unmatched,50.0,none,0.0,,,
fabrika-kachka-distillery-zakuski-bar,Fabrika: Kachka Distillery & Zakuski Bar,"Bindery Annex, 2117 NE Oregon St Suite 202, Portland, OR 97232, USA",OR,google-places,unmatched,42.9,none,0.1,,,
tmk-creamery-tmk-distillery,TMK Creamery + TMK Distillery,"27221 S Dryland Rd, Canby, OR 97013, USA",OR,google-places,unmatched,45.2,none,0.0,,,
skaalvenn-distillery-cocktail-lounge,Skaalvenn Distillery & Cocktail Lounge,"8601 73rd Ave N Suite 14, Brooklyn Park, MN 55428, USA",MN,google-places,unmatched,52.9,none,0.556,,,
studio-distilling,Studio Distilling,"2380 Wycliff St #140, St Paul, MN 55114, USA",MN,google-places,unmatched,68.6,none,0.0,,,
timekeeper-lounge-and-distillery,Timekeeper Lounge and Distillery,"720 Grant St, Wausau, WI 54403, USA",WI,google-places,unmatched,64.5,none,0.5,,,
gypsy-distillery,Gypsy Distillery,"5251 Charlevoix Ave, Petoskey, MI 49770, USA",MI,google-places,unmatched,62.5,none,0.5,,,
new-brighton-forge-farm-and-distillery,"New Brighton Forge, Farm, and Distillery","11705 SW Lancefield Rd, McMinnville, OR 97128, USA",OR,google-places,unmatched,61.5,none,0.571,,,
ransom-wine-co-distillery-production-facility,Ransom Wine Co. & Distillery Production Facility,"23101 SW Houser Rd, Sheridan, OR 97378, USA",OR,google-places,unmatched,49.1,none,0.286,,,
can-bar-w-agrodolce-distilling-co,Can Bar w/ Agrodolce Distilling Co.,"2225 E Burnside St, Portland, OR 97214, USA",OR,google-places,unmatched,64.4,none,0.0,,,
bardenay-restaurant-distillery-coeur-d-alene,Bardenay Restaurant & Distillery - Coeur d'Alene,"1710 W Riverstone Dr, Coeur d'Alene, ID 83814, USA",ID,google-places,unmatched,43.1,none,0.0,,,
young-living-st-maries-farm-distillery,Young Living St. Maries Farm & Distillery,"701 N Fork Coon Creek Rd, Plummer, ID 83851, USA",ID,google-places,unmatched,40.0,none,0.0,,,
dusty-road-distillery,Dusty Road Distillery,"396 Davis School Rd, Carter, MT 59420, USA",MT,google-places,unmatched,42.1,none,0.0,,,
lazy-river-farm-distillery,LAZY RIVER FARM & Distillery,"27010 78th Ave S, Kent, WA 98032, USA",WA,google-places,unmatched,62.5,none,0.0,,,
oola-distillery-production-tours-visit-by-appointment-only,OOLA Distillery Production & Tours (Visit by Appointment Only),"4755 Colorado Ave S Ste. B, Seattle, WA 98134, USA",WA,google-places,unmatched,41.6,none,0.125,,,
bob-s-classic-restaurant-distillery,Bob's Classic Restaurant & Distillery,"474 Grant Rd, East Wenatchee, WA 98802, USA",WA,google-places,unmatched,45.7,none,0.143,,,
the-water-distillery,The Water Distillery,"25001 214th Pl SE, Maple Valley, WA 98038, USA",WA,google-places,unmatched,66.7,none,0.0,,,
unicorn-distillery,Unicorn Distillery,"920 S Holgate St UNIT 108, Seattle, WA 98134, USA",WA,google-places,unmatched,53.3,none,0.0,,,
bellewood-farms-distillery,Bellewood Farms & Distillery,"6140 WA-539 #3, Lynden, WA 98264, USA",WA,google-places,unmatched,64.0,none,0.0,,,
saxtons-distillery-tasting-room-and-cafe,Saxtons Distillery Tasting Room and Cafe,"485 W River Rd, Brattleboro, VT 05301, USA",VT,google-places,unmatched,47.6,none,0.0,,,
