permit_number,business_name,dba_name,street,city,state,zip,permit_type,status,issue_date
MI-S-20280,"SISTER LAKES BREWING COMPANY, LLC",Sister Lakes Brewing Company,92500 CR 690,DOWAGIAC,MI,49047,S,ACTIVE,
MI-S-20281,STIGGS BREWING COMPANY,Stiggs Brewery & Kitchen,112 S PARK ST,BOYNE CITY,MI,49712,S,ACTIVE,
MI-S-20282,"CBT, LLC",Third Nature Brewing Company,7733 CHILDSDALE AVE NE,ROCKFORD,MI,49341,S,ACTIVE,
MI-S-20283,AZN LLC,Legacy Winery & Spirits,5090 40TH AVE B,HUDSONVILLE,MI,49426,S,ACTIVE,
MI-S-20284,LEIGH'S BREWING CO. LLC,,977 BUTTERNUT DR STE 4,HOLLAND,MI,49424,S,ACTIVE,
MI-S-20285,"RAKE BEER PROJECT, LLC",,500 W WESTERN AVE STE 200,MUSKEGON,MI,49440,S,ACTIVE,
MI-S-20286,NOBLE TWIST LLC,,248 CULVER ST,SAUGATUCK,MI,49453,S,ACTIVE,
MI-S-20287,"LOCO BOYS, LLC",Loco Boys Brewing Company,901 W FRONT ST STE A,TRAVERSE CITY,MI,49684,S,ACTIVE,
MI-S-20288,"SCHAEFER CIDER COMPANY, LLC",,1051 HARDING ST,CONKLIN,MI,49403,S,ACTIVE,
MI-S-20289,"TENACITY BREWING, LLC",,119 N GRAND TRAVERSE ST,FLINT,MI,48503,S,ACTIVE,
MI-S-20290,"CHERRY REPUBLIC, INC.",,9896 W FISHER ST,EMPIRE,MI,49630,S,ACTIVE,
MI-S-20291,"ANCHOR BAY BREWING COMPANY, LLC",Copper Hop Brewing Company,23401 GREATER MACK AVE,ST. CLAIR SHORES,MI,48080,S,ACTIVE,
MI-S-20292,"GOLDEN FLAVORS, LLC",,24100 MARMON,WARREN,MI,48089,S,ACTIVE,
MI-S-20293,"KOGNISJON BRYGGERI, LLC",,1034 N 3RD ST STE F,MARQUETTE,MI,49855,S,ACTIVE,
MI-S-20294,"BOWERMAN BLUEBERRIES FARM MARKET, LLC",Bowerman Farms Distillery,15793 JAMES ST,HOLLAND,MI,49424,S,ACTIVE,
MI-S-20295,"BAFFIN BREWING COMPANY, LLC",Baffin Brewing Company,25113 JEFFERSON AVE,SAINT CLAIR SHORES,MI,48081,S,ACTIVE,
MI-S-20297,"XELA PACK, INC.",,8300 BOETTNER RD,SALINE,MI,48176,S,ACTIVE,
MI-S-20298,SANNA BROTHERS LLC,,49771 LEONA DR,CHESTERFIELD,MI,48051,S,ACTIVE,
MI-S-20299,GRAVEL CAPITAL BREWING LLC,GravCap Brewstillery,14 N WASHINGTON ST,OXFORD,MI,48371,S,ACTIVE,
MI-S-203,"CHATEAU OPERATIONS, LTD.",DBA CHATEAU CHANTAL,15900 RUE DE VIN,TRAVERSE CITY,MI,49686,S,ACTIVE,
MI-S-20300,STADIUM BEVERAGE COMPANY LLC,,2019 W STADIUM BLVD UNIT 103,ANN ARBOR,MI,48103,S,ACTIVE,
MI-S-20301,STIGGS BREWING COMPANY,,743 PETOSKEY AVE,CHARLEVOIX,MI,49720,S,ACTIVE,
MI-S-20302,"SAGE CREEK WINERY & COFFEE BISTRO, INC.",,51925 GRATIOT AVE,CHESTERFIELD,MI,48051,S,ACTIVE,
MI-S-20303,"BAY VIEW DISTILLERY, INC.",Bay View Distillery and Winery,8525 E LINCOLN RD,CEDAR,MI,49621,S,ACTIVE,
MI-S-20304,"SOUTHERN SMOKE, LLC",,4021 DIVISION AVE S,GRAND RAPIDS,MI,49548,S,ACTIVE,
MI-S-20305,HAHN HAUS LLC,Hahn Haus,5858 TIREMAN AVE,DETROIT,MI,48316,S,ACTIVE,
MI-S-20306,"THE WILSON ESTATE, LLC",,18850 KANE RD BLDG B,STOCKBRIDGE,MI,49285,S,ACTIVE,
MI-S-20307,"COOPERSVILLE BREWING COMPANY, LLC",,1275 W RANDALL ST,COOPERSVILLE,MI,49404,S,ACTIVE,
MI-S-20308,"LOCALS LAKE LEELANAU, LLC",,112 E PHILIP ST STE 112A-C,LAKE LEELANAU,MI,49653,S,ACTIVE,
MI-S-20309,NEXT QUEST BREWING COMPANY,,900 6TH ST,BAY CITY,MI,48708,S,ACTIVE,
MI-S-20310,HOMEGROWN BREWING COMPANY LLC,,28 N WASHINGTON ST,OXFORD,MI,48371,S,ACTIVE,
MI-S-20311,"CLOCK & CANDLE, LLC",,715 TOWNSEND ST,MIDLAND,MI,48640,S,ACTIVE,
MI-S-20312,"BLUE STAR PARTNERS, LLC",Panoramic Beverage Company,6311 JUST A MERE RD UNIT 201,SAUGATUCK,MI,49453,S,ACTIVE,
MI-S-20313,"DOG AND PONY SHOW BREWING, L.L.C.",,14661 W 11 MILE RD,OAK PARK,MI,48237,S,ACTIVE,
MI-S-20314,"UNION ESTATES, LLC",New Union Distillery,400 W MAIN ST,LOWELL,MI,49315,S,ACTIVE,
MI-S-20315,"KICKSTAND BREWERY, L.L.C.",KICKSTAND BREWERY,57721 GRAND RIVER AVE,NEW HUDSON,MI,48165,S,ACTIVE,
MI-S-20316,"LIQUID CRAFT, LLC",,303 W NEPESSING ST,LAPEER,MI,48446,S,ACTIVE,
MI-S-20317,ZINI LLC,,9293 W BUCHANAN RD UNIT A,SHELBY,MI,49455,S,ACTIVE,
MI-S-20318,"SALTY MAC BREWING COMPANY, LLC",Salty Mac Brewing Company,180 N STATE ST,ST. IGNACE,MI,49781,S,ACTIVE,
MI-S-20319,"GREY LINE, LLC",,1727 ALPINE AVE NW,GRAND RAPIDS,MI,49504,S,ACTIVE,
MI-S-20320,FARMHAUS CIDER CO.,,9265 KENOWA AVE SW,GRAND RAPIDS,MI,49534,S,ACTIVE,
MI-S-20321,"MACKINAW TRAIL WINERY, INC.",Mackinaw Trail Distillery,3423 S US HWY 131,PETOSKEY,MI,49770,S,ACTIVE,
MI-S-20322,"WAX WINGS BREWING COMPANY, LLC",WAX WINGS BREWING,3480 - 3460 GULL RD,KALAMAZOO,MI,49048,S,ACTIVE,
MI-S-20323,"KARMA VISTA VINEYARDS, INC.",Filkins Vineyards,6991 RYNO RD,COLOMA,MI,49038,S,ACTIVE,
MI-S-20324,"CABIN NORTH BREWING COMPANY, LLC",,1314 HOLDEN ST BLDG A,DETROIT,MI,48202,S,ACTIVE,
MI-S-20325,"APPLE BLOSSOM WINERY, LLC",Schultz Cellars,8456 STADIUM DR,KALAMAZOO,MI,49009,S,ACTIVE,
MI-S-20326,"ONE WELL BREWING, LLC",ONE WELL BREWING,3618 GEMBRIT CIR,KALAMAZOO,MI,49001,S,ACTIVE,
MI-S-20327,"FULL CIRCLE BREWS, LLC",Four Circles Brewery,709 W GRAND RIVER AVE,BRIGHTON,MI,48116,S,ACTIVE,
MI-S-20328,CARP RIVER LELAND LLC,Carp River Bottle & Tap,110 W RIVER ST STE B,LELAND,MI,49654,S,ACTIVE,
MI-S-20329,"TABONE VINEYARDS, LLC",,14916 PENINSULA DR,TRAVERSE CITY,MI,49686,S,ACTIVE,
MI-S-20330,"OUR BREWING COMPANY, LLC",,738 WEALTHY ST SE UNIT 1,GRAND RAPIDS,MI,49503,S,ACTIVE,
MI-S-20331,"QUARRY SPIRITS, LLC",,3659 E CLINTON TRL BLDG A&B,CHARLOTTE,MI,48813,S,ACTIVE,
MI-S-20332,LINDEN BREWING COMPANY LLC,Linden Brewing Company,117 N BRIDGE ST N,LINDEN,MI,48451,S,ACTIVE,
MI-S-20333,JESSE SUTTON,Mint City Cider and Spirits,5070 S US HWY 27,SAINT JOHNS,MI,48879,S,ACTIVE,
MI-S-20334,BEE WELL MEADERY LLC,,3311 S DERENZY RD,BELLAIRE,MI,49615,S,ACTIVE,
MI-S-20335,"GALAVANT SPIRITS, LLC",,15411 E WARREN AVE,DETROIT,MI,48224,S,ACTIVE,
MI-S-20336,SHANKAR DISTILLERS INC.,,1030 CHICAGO RD,TROY,MI,48083,S,ACTIVE,
MI-S-20337,OGMA BREWING CO. LLC,,129 E MICHIGAN AVENUE AVE,JACKSON,MI,49201,S,ACTIVE,
MI-S-205,"UNCLE JOHN'S FRUIT HOUSE WINERY, L.L.C.",,8614 N US HIGHWAY 27,SAINT JOHNS,MI,48879,S,ACTIVE,
MN-S-12,UNITED STATES DISTILLED PRODUCTS CO.,,1607 S 12TH ST,PRINCETON,MN,55371,S,ACTIVE,
MN-S-15003,COLD SPRING BREWING COMPANY,Cold Spring Brewing Company,219 RED RIVER AVE N,COLD SPRING,MN,56320,S,ACTIVE,
MN-S-20,"GLACIAL GRAIN SPIRITS, LLC",,270 20TH ST,BENSON,MN,56215,S,ACTIVE,
MN-S-20001,SHERWOODS WINERY & DISTILLERY LLC,,6743 E COOK LAKE RD,DULUTH,MN,55803,S,ACTIVE,
MN-S-20003,"VIKRE DISTILLERY, LLC",,525 S LAKE AVE STE 102,DULUTH,MN,55802,S,ACTIVE,
MN-S-20004,"BLUME BRAUHAUS, LLC",Bent Brewstillery,1744 TERRACE DR,ROSEVILLE,MN,55113,S,ACTIVE,
MN-S-20005,"FAR NORTH SPIRITS, INC.",,2045 220TH AVE,HALLOCK,MN,56728,S,ACTIVE,
MN-S-20007,"MILLERS AND SAINTS DISTILLERY, LLC",,4848 W 35TH ST,ST LOUIS PARK,MN,55416,S,ACTIVE,
MN-S-20009,THE 11 WELLS SPIRITS COMPANY LLC,Voliere Spirits,704 MINNEHAHA AVE E,ST. PAUL,MN,55106,S,ACTIVE,
MN-S-20010,DU NORD CRAFT SPIRITS LLC,Du Nord Social Spirits,2610 E 32ND ST UNIT 2,MINNEAPOLIS,MN,55406,S,ACTIVE,
MN-S-20012,"WANDER NORTH DISTILLERY, LLC",,"771 HARDING ST, NE STE 150",MINNEAPOLIS,MN,55413,S,ACTIVE,
MN-S-20013,MASON DIXON SPIRITS LLC,,311 FIRST STREET N,WINSTED,MN,55395,S,ACTIVE,
MN-S-20014,GENTLEMAN SCHOLAR,,1050 SUI 33RD AVE SE STE 1,MINNEAPOLIS,MN,55414,S,ACTIVE,
MN-S-20016,LOST FALLS DISTILLERY LLC,,1915 E 22ND ST,MINNEAPOLIS,MN,55404,S,ACTIVE,
MN-S-20017,"SKAALVENN DISTILLERY, LLC",,8601 73RD AVE N STE 12&14,BROOKLYN PARK,MN,55428,S,ACTIVE,
MN-S-20019,J.C. DILL FARM LLC,,32350 LOFTON AVE,CHISAGO CITY,MN,55013,S,ACTIVE,
MN-S-20021,"ISANTI SPIRITS, LLC",,4242 285TH AVE NW,ISANTI,MN,55040,S,ACTIVE,
MN-S-20022,"WAYZATA BREW WORKS, LLC",,"294 GROVE LN, E UNIT 150B",WAYZATA,MN,55391,S,ACTIVE,
MN-S-20027,ROCKFILTER DISTILLERY LLC,,113 MAPLE DR,SPRING GROVE,MN,55974,S,ACTIVE,
MN-S-20028,GARVIN HEIGHTS VINEYARDS LLC,,2255 GARVIN HEIGHTS RD,WINONA,MN,55987,S,ACTIVE,
MN-S-20029,"PANTHER DISTILLERY, LLC",Panther Distillery,114 W MAIN ST,OSAKIS,MN,56360,S,ACTIVE,
MN-S-20030,"FLYING DUTCHMAN SPIRITS, LLC",,6801 FLYING CLOUD DR,EDEN PRAIRIE,MN,55344,S,ACTIVE,
MN-S-20031,"WHITE BEAR LAKE DISTILLERY, LLC",West 7th Spirits,1081 S BIRCH LAKE BLVD UNIT 3,WHITE BEAR LAKE,MN,55110,S,ACTIVE,
MN-S-20033,KEVIN SATHRE,,66765 140TH ST,ADAMS,MN,55909,S,ACTIVE,
MN-S-20034,WALSH DISTILLERY INC.,,7050 E COUNTY ROAD 101 UNIT 600,SHAKOPEE,MN,55379,S,ACTIVE,
MN-S-20035,DASHFIRE LLC,Dashfire,1620 CENTRAL AVE NE STE 152,MINNEAPOLIS,MN,55413,S,ACTIVE,
MN-S-20039,SWEETLAND ORCHARD LLC,,26205 FAIRLAWN AVE,WEBSTER,MN,55088,S,ACTIVE,
MN-S-20041,ROYAL FOUNDRY CRAFT SPIRITS CORPORATION,,241 FREMONT AVE N,MINNEAPOLIS,MN,55405,S,ACTIVE,
MN-S-20042,"THE NEXT CHAPTER WINERY, LLC",THE NEXT CHAPTER WINERY,16945 S 320TH STREET ST,NEW PRAGUE,MN,56071,S,ACTIVE,
MN-S-20043,IDA GRAVES L.L.C.,,5422 LAKE IDA WAY NW,ALEXANDRIA,MN,56308,S,ACTIVE,
MN-S-20046,"HARMONY SPIRITS, LLC","Harmony Spirits, LLC",40 1ST AVE NW,HARMONY,MN,55939,S,ACTIVE,
MN-S-20049,APPLESRUS LLC,applesRus,3856 65TH ST NE,ROCHESTER,MN,55906,S,ACTIVE,
MN-S-20050,TAPPED BEVERAGE COMPANY LLC,StilHeart,124 3RD AVE N UNIT 100,MINNEAPOLIS,MN,55401,S,ACTIVE,
MN-S-20052,"45TH PARALLEL SPIRITS, LLC",,228 WATER ST S,STILLWATER,MN,55082,S,ACTIVE,
MN-S-20053,FOUR DAUGHTERS VINEYARD AND WINERY LLC,FOUR DAUGHTERS VINEYARD & WINERY,78757 STATE HIGHWAY 16,SPRING VALLEY,MN,55975,S,ACTIVE,
MN-S-20054,"RAHR TECHNICAL CENTER, LLC",Rahr Technical Center,502 FIRST AVE W BLDG,SHAKOPEE,MN,55379,S,ACTIVE,
MN-S-20055,LITTLE ROUND STILL LLC,Little Round Still,114 S JEFFERSON ST,WADENA,MN,56482,S,ACTIVE,
MN-S-20057,"QUINCY STREET DISTILLING, LLC",Earl Giles Distillery,1325 NE QUINCY ST STE F,MINNEAPOLIS,MN,55413,S,ACTIVE,
MN-S-20059,GRAY DUCK SPIRITS LLC,Gray Duck Spirits,14305 SOUTHCROSS DR W UNIT 130,BURNSVILLE,MN,55306,S,ACTIVE,
MN-S-20061,"ATOMIC BRANDS, INC.",,219 RED RIVER AVE N,COLD SPRING,MN,56230,S,ACTIVE,
MN-S-20062,100 MILL STREET DISTILLERY LLC,,200 W 88TH ST STE 300,BLOOMINGTON,MN,55420,S,ACTIVE,
MN-S-20063,STEARNS AMERICAN LLC,,112 AVON AVE,AVON,MN,56310,S,ACTIVE,
MN-S-20064,LAKE OF THE WOODS DISTILLING COMPANY,Lake of the Woods Distilling Company,106 MAIN AVE N,BAUDETTE,MN,56623,S,ACTIVE,
MN-S-20065,"HIGHWATER ETHANOL, LLC",,24500 US STATE HWY 14,LAMBERTON,MN,56152,S,ACTIVE,
MN-S-20066,"AL-CORN CLEAN FUEL, LLC",,797 5TH ST,CLAREMONT,MN,55924,S,ACTIVE,
MN-S-20067,"PANTHER DISTILLERY, LLC",,660 CREAMERY AVE N,BROWERVILLE,MN,56438,S,ACTIVE,
MN-S-20068,MAD HATTER WHISKEY LLC,Obbink Distillery,11 DATE ST E,ST JOSEPH,MN,56374,S,ACTIVE,
MN-S-20069,"FOUNTAIN HILL WINERY & VINEYARD, LLC",Fountain hill winery and vineyard,731 COUNTY RD 30 SE,DELANO,MN,55328,S,ACTIVE,
MN-S-20070,"3GIRLSCHAI, INC","Sattwa Chai, Gray Duck Chai",2114 WASHINGTON ST NE,MINNEAPOLIS,MN,55418,S,ACTIVE,
MN-S-20071,"THE BEVSOURCE LAB, LLC",The Lab,767 EUSTIS ST STE 500,ST. PAUL,MN,55114,S,ACTIVE,
MN-S-20074,AMERICAN BEVERAGE CORPORATION,,219 RED RIVER AVE N,COLD SPRING,MN,56320,S,ACTIVE,
MN-S-20075,KING COIL SPIRITS CO,King Coil Spirits,"550 VANDALIA ST STE 140, 150",ST. PAUL,MN,55114,S,ACTIVE,
MN-S-20076,TAP BEVERAGE CONSULTING LLC,Lucas Bols,1607 S 12TH STREET,PRINCETON,MN,55371,S,ACTIVE,
MN-S-20077,NYSTROM ORCHARD LLC,Nystrom Orchard,30679 QUINE AVE,WORTHINGTON,MN,56187,S,ACTIVE,
MN-S-20078,AUGUST SCHELL BREWING COMPANY,August Schell Brewing Company,1860 SCHELL RD,NEW ULM,MN,56073,S,ACTIVE,
MN-S-20079,SURLY BREWING COMPANY,,4811 DUSHARME DR,BROOKLYN CENTER,MN,55429,S,ACTIVE,
MN-S-20080,REDHEAD CREAMERY LLC,Redhead Creamery Spirits,31535 463RD AVE,BROOTEN,MN,56316,S,ACTIVE,
MN-S-20081,CHUCKER SPIRITS LLC,,7248 WASHINGTON AVE S,EDEN PRAIRIE,MN,55344,S,ACTIVE,
MN-S-20082,"THE TIERRA GROUP, LLC",The Tierra Group,5350 PIONEER CREEK DR STE 1,MAPLE PLAIN,MN,55359,S,ACTIVE,
MN-S-20083,STILLEVEN LLC,Stilleven Spirits,217 1ST ST E,JORDAN,MN,55352,S,ACTIVE,
MN-S-20084,KEEPSAKE CIDERY LLP,Keepsake Cidery LLP,4609 135TH ST E,DUNDAS,MN,55019,S,ACTIVE,
MN-S-20085,LOST WOODS LLC,,106 MAIN AVE N,BAUDETTE,MN,56623,S,ACTIVE,
MN-S-20086,LITTLE ROUND STILL LLC,Little Round Still,317 BROADWAY ST UNIT 500,ALEXANDRIA,MN,56308,S,ACTIVE,
MN-S-20087,SKIDUCHY LLC,Skiduchy,15932 QUIET VALLEY RD,LINDSTROM,MN,55045,S,ACTIVE,
MN-S-20088,"SOCIABLE CIDER WERKS, LLC",Sociable Cider Werks,1611 POLK ST NE,MINNEAPOLIS,MN,55413,S,ACTIVE,
MN-S-20089,"TRES LUCKY, LLC",Tres Lucky I,1611 POLK ST NE,MINNEAPOLIS,MN,55413,S,ACTIVE,
MN-S-20090,RIVER BEND DISTILLERY CO.,,425 5TH ST N,BRECKENRIDGE,MN,56520,S,ACTIVE,
MO-S-1,"MCCORMICK DISTILLING CO., INC.",McCormick Distilling Co.,1 MCCORMICK LN,WESTON,MO,64098,S,ACTIVE,
MO-S-15003,"EAUX-DE-VIE, INC",SQUARE ONE BREWERY AND DISTILLERY,1727 PARK AVE,SAINT LOUIS,MO,63104,S,ACTIVE,
MO-S-15007,"GOLDEN TRIANGLE ENERGY, LLC",,15053 HIGHWAY 111,CRAIG,MO,64437,S,ACTIVE,
MO-S-15010,CHEMISPHERE CORPORATION,chemisphere corporation,2101 CLIFTON AVE,SAINT LOUIS,MO,63139,S,ACTIVE,
MO-S-2,"LUXCO, INC.",,5050 KEMPER AVE,SAINT LOUIS,MO,63139,S,ACTIVE,
MO-S-20,MISSOURI STATE UNIVERSITY,,9740 RED SPRING RD,MOUNTAIN GROVE,MO,65711,S,ACTIVE,
MO-S-20002,"T'S REDNECK STEAKHOUSE, INC.",,221 EVERGREEN PKWY,LEBANON,MO,65536,S,ACTIVE,
MO-S-20005,REECE'S DISTILLED SPIRITS LLC,,1075 W KATHRYN ST UNIT 5,NIXA,MO,65714,S,ACTIVE,
MO-S-20008,"WOOD HAT SPIRITS, LLC",Wood Hat Spirits,489 BOONESLICK RD,NEW FLORENCE,MO,63363,S,ACTIVE,
MO-S-20009,"LES BOURGEOIS VINEYARDS, INC.",Les Bourgeois Vineyard,HWY BB,ROCHEPORT,MO,65279,S,ACTIVE,
MO-S-20010,MID-BEST DISTILLERY INC,Mid-Best Distillery,423 VALLEY RD,GRAVOIS MILLS,MO,65037,S,ACTIVE,
MO-S-20011,SAPCO INC,Cantina Fast Serve Cocktails,6625 MALL DR,CEDAR HILL,MO,63016,S,ACTIVE,
MO-S-20012,"SHAWNEE BLUFF DISTILLERIES, LLC",,8 TOLWOOD RD,ELDON,MO,65026,S,ACTIVE,
MO-S-20013,"OZARK HILLS MOONSHINE, LLC",Ozark Hills Moonshine,625 CEDAR CREEK RD,CHADWICK,MO,65629,S,ACTIVE,
MO-S-20019,"THE FOUNTAIN ON LOCUST, INC.",,3037 LOCUST ST,ST LOUIS,MO,63103,S,ACTIVE,
MO-S-20020,ROCKING C DISTILLERY LLC,Rocking C Distillery,20665 US HIGHWAY 136,PRINCETON,MO,64673,S,ACTIVE,
MO-S-20021,"LIFTED SPIRITS DISTILLATION, LLC",Lifted Spirits,1734 CHERRY ST,KANSAS CITY,MO,64108,S,ACTIVE,
MO-S-20025,"DISTILLERY OF DEFIANCE, L.L.C.",,125 BOONE COUNTRY LN,DEFIANCE,MO,63341,S,ACTIVE,
MO-S-20027,"WOODSMEN, LLC",,7239 HWY A,HIGBEE,MO,65257,S,ACTIVE,
MO-S-20029,STACI BENNETT,Redbird Farm Distillery,27904 E PINK HILL RD,INDEPENDENCE,MO,64057,S,ACTIVE,
MO-S-20031,"TRIPLE SSS VENTURES, LLC",,197 ADAIR RD,BRANSON,MO,65616,S,ACTIVE,
MO-S-20033,SOULARD ISLAND L.L.C.,Soulard Island Spirits,1013 ANN AVE,ST. LOUIS,MO,63104,S,ACTIVE,
MO-S-20034,"4 HANDS BREWING COMPANY, LLC",4 Hands Brewing Company,1220 S 8TH ST,SAINT LOUIS,MO,63104,S,ACTIVE,
MO-S-20036,"COOPER'S OAK WINERY ASSOCIATES, L.L.C.",SkullSplitter Spirits,9603 HIGHWAY B,HIGBEE,MO,65257,S,ACTIVE,
MO-S-20039,BUB'S DISTILLERY LLC,,1846 ST 125 HWY,ROGERSVILLE,MO,65742,S,ACTIVE,
MO-S-20040,VERITASI LIMITED COMPANY,,9 SW THIRD ST,LEES SUMMIT,MO,64063,S,ACTIVE,
MO-S-20041,"DIERBERG EDUCATIONAL FOUNDATION, INC.",Black Shire Distillery,2206 HWY 100,HERMANN,MO,65041,S,ACTIVE,
MO-S-20043,"ROTTEN REGGIE DISTILLERY, LLC",,,WILLOW SPRINGS,MO,65793,S,ACTIVE,
MO-S-20046,ARCANA LLC,Switchgrass Spirits,6100 IDADALE AVE,ST. LOUIS,MO,63133,S,ACTIVE,
MO-S-20047,"SUGAR CREEK ACQUISITION, LLC",,45 PROGRESS PKWY,MARYLAND HEIGHTS,MO,63043,S,ACTIVE,
MO-S-20048,"BREW HUB TAP GROUP, LLC",Brew Hub Taproom,5656 OAKLAND AVE,ST. LOUIS,MO,63110,S,ACTIVE,
MO-S-20052,"ISHAMS ORDINARY, LLC",,700 FAY ST,COLUMBIA,MO,65201,S,ACTIVE,
MO-S-20053,"THE VILLAGE-BRH, LLC",The Village Bar,12247 MANCHESTER RD,SAINT LOUIS,MO,63131,S,ACTIVE,
MO-S-20054,BOULEVARD BREWING COMPANY,Boulevard Beverage Company,2501 SOUTHWEST BOULEVARD,KANSAS CITY,MO,64108,S,ACTIVE,
MO-S-20058,EVANSFIELD DISTILLERY LLC,,13621 E 42ND TER,INDEPENDENCE,MO,64055,S,ACTIVE,
MO-S-20062,"ANHEUSER-BUSCH, LLC",Anheuser-Busch,ONE BUSCH PLACE,ST. LOUIS,MO,63118,S,ACTIVE,
MO-S-20063,WEST BOTTOMS WHISKEYS LLC,West Bottoms Whiskey Co.,1311 W 13TH ST 1F,KANSAS CITY,MO,64102,S,ACTIVE,
MO-S-20065,"MOONSHINERS DISTILLERY, LLC",Moonshiners Distillery,14077 NW COUNTY ROAD 9312 UNIT A,AMSTERDAM,MO,64723,S,ACTIVE,
MO-S-20066,MCCRACKEN ANCESTRAL SPIRITS DISTILLERY LLC,,4418 HIGHWAY 123,FAIR PLAY,MO,65649,S,ACTIVE,
MO-S-20068,"BLACKSMITH ARTISANAL SPIRITS, LLC",Blacksmith Artisanal Spirits,11517 BRANCH RD,LOHMAN,MO,65053,S,ACTIVE,
MO-S-20070,HOLY GRAIL WINERY LIMITED LIABILITY COMPANY,,17814 HWY N,MARTHASVILLE,MO,63357,S,ACTIVE,
MO-S-20071,"NAKED SPIRITS, LLC",Naked Spirits,755 N MAIN ST STE A BLDG 93,ST. CHARLES,MO,63301,S,ACTIVE,
MO-S-20073,"TALL PINES DISTILLERY MO, LLC",Tall Pines Distillery,3316 GOODIN HOLLOW RD,NOEL,MO,64854,S,ACTIVE,
MO-S-20076,THE PUBLIC HOUSE BREWING COMPANY LLC,PUBLIC HOUSE BREWING CO.,551 STATE ROUTE B,ST. JAMES,MO,65559,S,ACTIVE,
MO-S-20078,MMAD SPIRITS DISTILLERY LLC,Mmad Spirits Distillery LLC,1524 PORTER WAGONER BLVD,WEST PLAINS,MO,65775,S,ACTIVE,
MO-S-20079,"AI BOTTLING, LLC",Advanced Innovative Bottling,932 N 4TH ST,CLINTON,MO,64735,S,ACTIVE,
MO-S-20080,KISTLER CARRON GROUP LLC,Bronson's Milk Punch,10 WESTPORT ROAD,KANSAS CITY,MO,64111,S,ACTIVE,
MO-S-20082,EAGLE ALCOHOL COMPANY LLC,,885 E TAYLOR AVE,ST. LOUIS,MO,63147,S,ACTIVE,
MO-S-20084,BUSCH FAMILY BREWING AND DISTILLING LLC,,4020 BENNE RD,DEFIANCE,MO,63341,S,ACTIVE,
MO-S-20085,THE BREWKERY LLC,The Brewkery LLC,1353 ATLANTIC ST STE W3,NORTH KANSAS CITY,MO,64116,S,ACTIVE,
MO-S-20086,"FRONT ROW PROPERTY, LLC",Springfield Brewing Company,305 S MARKET AVE,SPRINGFIELD,MO,65806,S,ACTIVE,
MO-S-20087,BOMMARIO CELLARS INC.,Bommarito Cellars Inc,3718 GRANT SCHOOLD RD,NEW HAVEN,MO,63068,S,ACTIVE,
MO-S-20089,"O'MALLEY'S OF WESTON, LLC",,500 MAIN ST,WESTON,MO,64098,S,ACTIVE,
MO-S-20090,"3CM HOLDINGS, LLC",Prodigious Brewing Company,3845 N MARKET ST,ST. LOUIS,MO,63113,S,ACTIVE,
MO-S-20092,TRANSCHEMICAL INCORPORATED,Avantis,419 E DE SOTO AVE,SAINT LOUIS,MO,63147,S,ACTIVE,
MO-S-20093,OLD ROAD CRAFT SPIRITS INC,,126 W PINE ST STE B,BOURBON,MO,65441,S,ACTIVE,
MO-S-20094,THE BELFRY LLC,ANNX Spirits Company,1532 GRAND BLVD,KANSAS CITY,MO,64108,S,ACTIVE,
MO-S-20095,PIRTLE WINERY LLC,Pirtle Spirits,502 SPRING ST BLDG A,WESTON,MO,64098,S,ACTIVE,
MO-S-20096,LIONHEART WHISKEY CO LLC,,215 SCHILLER ST,HERMANN,MO,65041,S,ACTIVE,
MO-S-20098,"CHARLEVILLE BREWERY & WINERY, LLC",,16937 BOYD ROAD,STE. GENEVIEVE,MO,63670,S,ACTIVE,
MO-S-20099,ACT ARTISANS LLC,,3411 GRATIOT,ST. LOUIS,MO,63103,S,ACTIVE,
MO-S-20100,CITY CIDER LLC,Brick River Cider Co.,1701 MCGEE ST STE 200,KANSAS CITY,MO,64108,S,ACTIVE,
MO-S-20101,KEESAMAN FAMILY VINEYARDS LLC,Keesaman Family Vineyards LLC,9478 SW STATE ROUTE J,OSBORN,MO,64474,S,ACTIVE,
MO-S-20102,"GENTRY SPIRITS, LLC",,3100 HORSECREEK RD,GALENA,MO,65656,S,ACTIVE,
MO-S-20103,SEVEN SUMMERS DISTILLING LLC,Seven Summers Distilling,1262 W FOXWOOD DR,RAYMORE,MO,64083,S,ACTIVE,
MO-S-20104,"MIGHTY MO DISTILLERY, LLC","Mighty MO Distillery, LLC",105 E LAMB,CENTER,MO,63436,S,ACTIVE,
MO-S-20105,"PEACEFUL BEND VINEYARD, LLC",Peaceful Bend Vineyard,1942 HIGHWAY T,STEELVILLE,MO,65565,S,ACTIVE,
MO-S-20107,"BARREL HOUSE, LLC",Barrel House,14748 CLAYTON RD,BALLWIN,MO,63011,S,ACTIVE,
MO-S-20110,BLACK SEA SHINES INC,,101 CASSIE LN,KIMBERLING CITY,MO,65686,S,ACTIVE,
MO-S-20111,"4 HANDS BREWING COMPANY, LLC",4 HANDS BREWING COMPANY,17081 N OUTER 40 RD UNIT 17073,CHESTERFIELD,MO,63005,S,ACTIVE,
MO-S-20112,"KANSAS CITY BIER COMPANY, LLC",Kansas City Bier Company,310 W 79TH ST,KANSAS CITY,MO,64114,S,ACTIVE,
